IEMP,FSOPORT,ITDSOP,INUMSOP,INVENTARIO,IRECURSO,ICCSUBCC,ILABOR,QCANTLUN,QCANTMAR,QCANTMIE,QCANTJUE,QCANTVIE,QCANTSAB,QCANTDOM,SOBSERVAC
1,04/06/2025,160,,1,54203,104: TINTAS,PERIODICOS,0.67,,,,,,,557
1,04/06/2025,160,,1,53212,104: TINTAS,PLEGADIZAS,2.86,,,,,,,399
1,04/06/2025,160,,1,52331,104: TINTAS,PLEGADIZAS,0.20,,,,,,,443
1,04/06/2025,160,,1,53005,104: TINTAS,PLEGADIZAS,0.20,,,,,,,443
1,04/06/2025,160,,1,51361,104: TINTAS,PLEGADIZAS,0.10,,,,,,,443
1,04/06/2025,160,,1,55111,104: TINTAS,PLEGADIZAS,0.10,,,,,,,443
1,04/06/2025,160,,1,53005,104: TINTAS,PLEGADIZAS,0.10,,,,,,,444
1,04/06/2025,160,,1,52331,104: TINTAS,PLEGADIZAS,0.15,,,,,,,444
1,04/06/2025,160,,1,53005,104: TINTAS,PLEGADIZAS,0.10,,,,,,,444
1,04/06/2025,160,,1,55111,104: TINTAS,PLEGADIZAS,0.10,,,,,,,444
1,04/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,425
1,04/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,1.00,,,,,,,456
1,04/06/2025,160,,1,53005,104: TINTAS,PLEGADIZAS,0.20,,,,,,,445
1,04/06/2025,160,,1,54203,104: TINTAS,PLEGADIZAS,0.20,,,,,,,445
1,04/06/2025,160,,1,11016,101: PAPEL PERIODICO,PERIODICOS,25.00,,,,,,,566
1,04/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,101.00,,,,,,,568
1,04/06/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,50.00,,,,,,,568
1,04/06/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,33.00,,,,,,,569
1,04/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,65.50,,,,,,,569
1,04/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,65.50,,,,,,,569
1,04/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,39.12,,,,,,,570
1,04/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,1.94,,,,,,,570
1,04/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,39.12,,,,,,,570
1,04/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,1.94,,,,,,,570
1,05/06/2025,160,,1,55111,104: TINTAS,PLEGADIZAS,0.10,,,,,,,445
1,05/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,16.00,,,,,,,572
1,05/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,16.00,,,,,,,572
1,05/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PULICOMERCIALES,8.00,,,,,,,573
1,05/06/2025,160,,1,52031,104: TINTAS,PLEGADIZAS,0.90,,,,,,,467
1,05/06/2025,160,,1,52081,104: TINTAS,PLEGADIZAS,0.68,,,,,,,467
1,05/06/2025,160,,1,52231,104: TINTAS,PLEGADIZAS,0.90,,,,,,,467
1,05/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,574
1,05/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,3.00,,,,,,,574
1,05/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,574
1,05/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,574
1,05/06/2025,160,,1,52301,104: TINTAS,PLEGADIZAS,5.00,,,,,,,467
1,05/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,575
1,05/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,575
1,05/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,575
1,05/06/2025,160,,1,55102,104: TINTAS,PLEGADIZAS,3.00,,,,,,,467
1,05/06/2025,160,,1,52031,104: TINTAS,PLEGADIZAS,0.20,,,,,,,468
1,05/06/2025,160,,1,52081,104: TINTAS,PLEGADIZAS,0.20,,,,,,,468
1,05/06/2025,160,,1,52231,104: TINTAS,PLEGADIZAS,0.10,,,,,,,468
1,05/06/2025,160,,1,52331,104: TINTAS,PLEGADIZAS,0.10,,,,,,,468
1,05/06/2025,160,,1,55111,104: TINTAS,PLEGADIZAS,0.10,,,,,,,468
1,05/06/2025,160,,1,52031,104: TINTAS,PLEGADIZAS,0.40,,,,,,,469
1,05/06/2025,160,,1,52081,104: TINTAS,PLEGADIZAS,0.40,,,,,,,469
1,05/06/2025,160,,1,52231,104: TINTAS,PLEGADIZAS,0.20,,,,,,,469
1,05/06/2025,160,,1,52331,104: TINTAS,PLEGADIZAS,0.20,,,,,,,469
1,05/06/2025,160,,1,55111,104: TINTAS,PLEGADIZAS,0.20,,,,,,,469
1,05/06/2025,160,,1,52031,104: TINTAS,PLEGADIZAS,0.09,,,,,,,476
1,05/06/2025,160,,1,52081,104: TINTAS,PLEGADIZAS,0.07,,,,,,,476
1,05/06/2025,160,,1,52231,104: TINTAS,PLEGADIZAS,0.11,,,,,,,476
1,05/06/2025,160,,1,52331,104: TINTAS,PLEGADIZAS,0.07,,,,,,,476
1,05/06/2025,160,,1,52031,104: TINTAS,PLEGADIZAS,0.13,,,,,,,476
1,05/06/2025,160,,1,52081,104: TINTAS,PLEGADIZAS,0.10,,,,,,,476
1,05/06/2025,160,,1,52231,104: TINTAS,PLEGADIZAS,0.16,,,,,,,476
1,05/06/2025,160,,1,52331,104: TINTAS,PLEGADIZAS,0.10,,,,,,,476
1,05/06/2025,160,,1,55111,104: TINTAS,PLEGADIZAS,0.10,,,,,,,517
1,05/06/2025,160,,1,52301,104: TINTAS,PLEGADIZAS,0.20,,,,,,,487
1,05/06/2025,160,,1,53203,104: TINTAS,PLEGADIZAS,0.20,,,,,,,487
1,05/06/2025,160,,1,55111,104: TINTAS,PLEGADIZAS,0.20,,,,,,,487
1,05/06/2025,160,,1,52301,104: TINTAS,PLEGADIZAS,0.15,,,,,,,488
1,05/06/2025,160,,1,53203,104: TINTAS,PLEGADIZAS,0.15,,,,,,,488
1,05/06/2025,160,,1,55111,104: TINTAS,PLEGADIZAS,0.15,,,,,,,488
1,05/06/2025,160,,1,52301,104: TINTAS,PLEGADIZAS,0.13,,,,,,,490
1,05/06/2025,160,,1,53203,104: TINTAS,PLEGADIZAS,0.13,,,,,,,490
1,05/06/2025,160,,1,55111,104: TINTAS,PLEGADIZAS,0.13,,,,,,,490
1,05/06/2025,160,,1,52301,104: TINTAS,PLEGADIZAS,1.40,,,,,,,491
1,05/06/2025,160,,1,53203,104: TINTAS,PLEGADIZAS,1.40,,,,,,,491
1,05/06/2025,160,,1,55111,104: TINTAS,PLEGADIZAS,1.40,,,,,,,491
1,05/06/2025,160,,1,14004,101: PAPEL PERIODICO,PULICOMERCIALES,620.00,,,,,,,571
1,05/06/2025,160,,1,52301,104: TINTAS,PLEGADIZAS,0.19,,,,,,,492
1,05/06/2025,160,,1,53203,104: TINTAS,PLEGADIZAS,0.19,,,,,,,492
1,05/06/2025,160,,1,55111,104: TINTAS,PLEGADIZAS,0.19,,,,,,,492
1,05/06/2025,160,,1,52301,104: TINTAS,PLEGADIZAS,3.80,,,,,,,493
1,05/06/2025,160,,1,53203,104: TINTAS,PLEGADIZAS,3.80,,,,,,,493
1,05/06/2025,160,,1,55111,104: TINTAS,PLEGADIZAS,3.80,,,,,,,493
1,05/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,1931.00,,,,,,,572
1,05/06/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,30.00,,,,,,,574
1,05/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,61.50,,,,,,,574
1,05/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,61.50,,,,,,,574
1,05/06/2025,160,,1,17022,101: PAPEL PERIODICO,PERIODICOS,22.00,,,,,,,575
1,05/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,34.00,,,,,,,575
1,05/06/2025,160,,1,17002,101: PAPEL PERIODICO,PULICOMERCIALES,73.00,,,,,,,573
1,05/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PULICOMERCIALES,8.00,,,,,,,571
1,05/06/2025,160,,1,54003,104: TINTAS,PULICOMERCIALES,4.47,,,,,,,571
1,05/06/2025,160,,1,54053,104: TINTAS,PULICOMERCIALES,4.17,,,,,,,571
1,05/06/2025,160,,1,54103,104: TINTAS,PULICOMERCIALES,4.17,,,,,,,571
1,05/06/2025,160,,1,54203,104: TINTAS,PULICOMERCIALES,5.36,,,,,,,571
1,05/06/2025,160,,1,11016,101: PAPEL PERIODICO,PULICOMERCIALES,72.93,,,,,,,571
1,05/06/2025,160,,1,11016,101: PAPEL PERIODICO,PULICOMERCIALES,8.07,,,,,,,571
1,06/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,7.00,,,,,,,577
1,06/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,1.00,,,,,,,577
1,06/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,577
1,06/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,578
1,06/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,5.00,,,,,,,578
1,06/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,578
1,06/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,578
1,06/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,579
1,06/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,579
1,06/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,579
1,06/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,6.00,,,,,,,579
1,07/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,16.00,,,,,,,585
1,07/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,11.00,,,,,,,587
1,07/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,593
1,07/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,3.00,,,,,,,587
1,07/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,591
1,07/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,591
1,07/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,1.00,,,,,,,591
1,07/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,20.00,,,,,,,588
1,07/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,12.00,,,,,,,588
1,07/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PULICOMERCIALES,8.00,,,,,,,594
1,07/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PULICOMERCIALES,16.00,,,,,,,594
1,07/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PULICOMERCIALES,1.00,,,,,,,594
1,07/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PULICOMERCIALES,16.00,,,,,,,594
1,09/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,586
1,09/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,586
1,09/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,589
1,09/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,589
1,09/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,7.00,,,,,,,589
1,09/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,1.00,,,,,,,589
1,09/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,1.00,,,,,,,589
1,09/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,592
1,09/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,592
1,09/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,590
1,09/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PULICOMERCIALES,16.00,,,,,,,594
1,09/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PULICOMERCIALES,8.00,,,,,,,594
1,09/06/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,57.00,,,,,,,577
1,09/06/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,35.00,,,,,,,578
1,09/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,69.00,,,,,,,578
1,09/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,69.00,,,,,,,578
1,09/06/2025,160,,1,17022,101: PAPEL PERIODICO,PERIODICOS,23.00,,,,,,,579
1,09/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,36.00,,,,,,,579
1,09/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,114.00,,,,,,,577
1,09/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,48.00,,,,,,,593
1,09/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,39.00,,,,,,,590
1,09/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,39.00,,,,,,,590
1,09/06/2025,160,,1,14004,101: PAPEL PERIODICO,PERIODICOS,74.00,,,,,,,585
1,09/06/2025,160,,1,11016,101: PAPEL PERIODICO,PERIODICOS,36.00,,,,,,,585
1,09/06/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,7.00,,,,,,,584
1,09/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,141.10,,,,,,,587
1,09/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,59.90,,,,,,,587
1,09/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,303.00,,,,,,,588
1,09/06/2025,160,,1,17022,101: PAPEL PERIODICO,PERIODICOS,33.73,,,,,,,591
1,09/06/2025,160,,1,17022,101: PAPEL PERIODICO,PERIODICOS,2.27,,,,,,,591
1,09/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,50.60,,,,,,,591
1,09/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,3.40,,,,,,,591
1,09/06/2025,160,,1,17026,101: PAPEL PERIODICO,PULICOMERCIALES,1921.00,,,,,,,594
1,09/06/2025,160,,1,17020,101: PAPEL PERIODICO,PULICOMERCIALES,2210.00,,,,,,,594
1,09/06/2025,160,,1,17020,101: PAPEL PERIODICO,PULICOMERCIALES,2210.00,,,,,,,594
1,09/06/2025,160,,1,17020,101: PAPEL PERIODICO,PULICOMERCIALES,2320.00,,,,,,,594
1,09/06/2025,160,,1,17020,101: PAPEL PERIODICO,PULICOMERCIALES,2320.00,,,,,,,594
1,09/06/2025,160,,1,17020,101: PAPEL PERIODICO,PULICOMERCIALES,1013.00,,,,,,,594
1,09/06/2025,160,,1,17020,101: PAPEL PERIODICO,PULICOMERCIALES,1013.00,,,,,,,594
1,09/06/2025,160,,1,17022,101: PAPEL PERIODICO,PERIODICOS,25.30,,,,,,,592
1,09/06/2025,160,,1,17022,101: PAPEL PERIODICO,PERIODICOS,0.70,,,,,,,592
1,09/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,37.95,,,,,,,592
1,09/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,2.05,,,,,,,592
1,09/06/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,34.43,,,,,,,589
1,09/06/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,1.57,,,,,,,589
1,09/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,68.87,,,,,,,589
1,09/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,3.13,,,,,,,589
1,09/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,68.87,,,,,,,589
1,09/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,590
1,09/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,584
1,09/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,591
1,09/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,587
1,09/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,587
1,09/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PULICOMERCIALES,17.00,,,,,,,594
1,09/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PULICOMERCIALES,3.00,,,,,,,594
1,10/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PULICOMERCIALES,8.00,,,,,,,597
1,10/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PULICOMERCIALES,2.00,,,,,,,597
1,10/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,600
1,10/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,600
1,10/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,600
1,10/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,598
1,10/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,5.00,,,,,,,598
1,10/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,598
1,10/06/2025,160,,1,17020,101: PAPEL PERIODICO,PULICOMERCIALES,2354.50,,,,,,,594
1,10/06/2025,160,,1,17020,101: PAPEL PERIODICO,PULICOMERCIALES,2354.50,,,,,,,594
1,10/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PULICOMERCIALES,6.00,,,,,,,594
1,10/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PULICOMERCIALES,12.00,,,,,,,594
1,10/06/2025,160,,1,17022,101: PAPEL PERIODICO,PULICOMERCIALES,1569.00,,,,,,,594
1,10/06/2025,160,,1,71011,107: MATERIAL DE EMPAQUE,PULICOMERCIALES,72.00,,,,,,,594
1,10/06/2025,160,,1,17020,101: PAPEL PERIODICO,PULICOMERCIALES,321.33,,,,,,,594
1,10/06/2025,160,,1,17020,101: PAPEL PERIODICO,PULICOMERCIALES,657.67,,,,,,,594
1,10/06/2025,160,,1,17020,101: PAPEL PERIODICO,PULICOMERCIALES,321.33,,,,,,,594
1,10/06/2025,160,,1,17020,101: PAPEL PERIODICO,PULICOMERCIALES,657.67,,,,,,,594
1,10/06/2025,160,,1,54003,104: TINTAS,PULICOMERCIALES,181.10,,,,,,,594
1,10/06/2025,160,,1,54053,104: TINTAS,PULICOMERCIALES,169.03,,,,,,,594
1,10/06/2025,160,,1,54103,104: TINTAS,PULICOMERCIALES,169.03,,,,,,,594
1,10/06/2025,160,,1,54203,104: TINTAS,PULICOMERCIALES,217.33,,,,,,,594
1,10/06/2025,160,,1,17022,101: PAPEL PERIODICO,PERIODICOS,24.00,,,,,,,600
1,10/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,37.00,,,,,,,600
1,10/06/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,34.57,,,,,,,598
1,10/06/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,5.43,,,,,,,598
1,10/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,69.14,,,,,,,598
1,10/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,9.36,,,,,,,598
1,10/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,69.14,,,,,,,598
1,10/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,9.36,,,,,,,598
1,10/06/2025,160,,1,17020,101: PAPEL PERIODICO,PULICOMERCIALES,235.00,,,,,,,597
1,11/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PULICOMERCIALES,2.00,,,,,,,597
1,11/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,605
1,11/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,605
1,11/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,605
1,11/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,1.00,,,,,,,605
1,11/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,606
1,11/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,606
1,11/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PULICOMERCIALES,16.00,,,,,,,599
1,11/06/2025,160,,1,17020,101: PAPEL PERIODICO,PULICOMERCIALES,2876.70,,,,,,,597
1,11/06/2025,160,,1,17020,101: PAPEL PERIODICO,PULICOMERCIALES,15.30,,,,,,,597
1,11/06/2025,160,,1,17026,101: PAPEL PERIODICO,PULICOMERCIALES,3158.00,,,,,,,599
1,11/06/2025,160,,1,17027,101: PAPEL PERIODICO,PULICOMERCIALES,1426.28,,,,,,,599
1,11/06/2025,160,,1,17027,101: PAPEL PERIODICO,PULICOMERCIALES,152.72,,,,,,,599
1,11/06/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,34.68,,,,,,,605
1,11/06/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,43.00,,,,,,,605
1,11/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,69.37,,,,,,,605
1,11/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,16.13,,,,,,,605
1,11/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,69.37,,,,,,,605
1,11/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,16.13,,,,,,,605
1,11/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,39.08,,,,,,,606
1,11/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,37.42,,,,,,,606
1,11/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,39.08,,,,,,,606
1,11/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,37.42,,,,,,,606
1,11/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PULICOMERCIALES,1.00,,,,,,,597
1,11/06/2025,160,,1,22001,102: OTROS PAPELES,REVISTAS,5150.00,,,,,,,604
1,11/06/2025,160,,6,62028,105:MATERIAL PREPRENSA,PULICOMERCIALES,8.00,,,,,,,609
1,11/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,20.00,,,,,,,608
1,11/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,4.00,,,,,,,608
1,11/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PULICOMERCIALES,4.00,,,,,,,607
1,11/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PULICOMERCIALES,11.00,,,,,,,610
1,11/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PULICOMERCIALES,5.00,,,,,,,610
1,11/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PULICOMERCIALES,8.00,,,,,,,619
1,11/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PULICOMERCIALES,8.00,,,,,,,620
1,12/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,618
1,12/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,618
1,12/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,621
1,12/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,5.00,,,,,,,621
1,12/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,621
1,12/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,622
1,12/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,622
1,12/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,3.00,,,,,,,608
1,12/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PULICOMERCIALES,4.00,,,,,,,611
1,12/06/2025,160,,6,62028,105:MATERIAL PREPRENSA,PULICOMERCIALES,4.00,,,,,,,616
1,12/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,655.00,,,,,,,608
1,12/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,29.00,,,,,,,608
1,12/06/2025,160,,1,14004,101: PAPEL PERIODICO,PULICOMERCIALES,214.00,,,,,,,610
1,12/06/2025,160,,1,11016,101: PAPEL PERIODICO,PULICOMERCIALES,107.00,,,,,,,610
1,12/06/2025,160,,1,17025,101: PAPEL PERIODICO,PULICOMERCIALES,205.00,,,,,,,607
1,12/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,107.00,,,,,,,618
1,12/06/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,54.00,,,,,,,618
1,12/06/2025,160,,1,17026,101: PAPEL PERIODICO,PULICOMERCIALES,705.00,,,,,,,619
1,12/06/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,34.78,,,,,,,621
1,12/06/2025,160,,1,17027,101: PAPEL PERIODICO,PERIODICOS,0.22,,,,,,,621
1,12/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,69.50,,,,,,,621
1,12/06/2025,160,,1,17026,101: PAPEL PERIODICO,PERIODICOS,69.50,,,,,,,621
1,12/06/2025,160,,1,17022,101: PAPEL PERIODICO,PERIODICOS,24.00,,,,,,,622
1,12/06/2025,160,,1,17020,101: PAPEL PERIODICO,PERIODICOS,37.00,,,,,,,622
1,12/06/2025,160,,1,17029,101: PAPEL PERIODICO,PULICOMERCIALES,68.00,,,,,,,611
1,12/06/2025,160,,1,17029,101: PAPEL PERIODICO,PULICOMERCIALES,55.00,,,,,,,620
1,12/06/2025,160,,1,22001,102: OTROS PAPELES,PULICOMERCIALES,1400.00,,,,,,,616
1,13/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,628
1,13/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,628
1,13/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,1.00,,,,,,,629
1,13/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,3.00,,,,,,,629
1,13/06/2025,160,,6,62031,105: MATERIAL PREPRENSA,PERIODICOS,8.00,,,,,,,629
1,13/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,1.00,,,,,,,629
1,13/06/2025,160,,6,62027,105: MATERIAL PREPRENSA,PERIODICOS,2.00,,,,,,,629
